Tỉnh_th,Quận_huy,Phường_,Dân_số_,Green_Area_m2,Green_Area_ha
tỉnh Bắc Ninh,,Song Liễu,31758,5611593.61735415,561.159361735415
tỉnh Bắc Ninh,,Nam Sơn,43511,5982671.017631651,598.2671017631651
tỉnh Bắc Ninh,,Hạp Lĩnh,22630,4308949.170235757,430.89491702357566
tỉnh Cao Bằng,,Thục Phán,41157,4.192918221671565E7,4192.918221671564
tỉnh Cao Bằng,,Nùng Trí Cao,19507,2.3805277056997437E7,2380.527705699744
tỉnh Cao Bằng,,Tân Giang,18204,8.005221440672097E7,8005.221440672097
tỉnh Cà Mau,,Bạc Liêu,24456,9286871.119718483,928.6871119718483
tỉnh Cà Mau,,An Xuyên,81303,3.0359813807473075E7,3035.9813807473074
tỉnh Gia Lai,,Pleiku,79466,1.3524820065585116E7,1352.4820065585116
tỉnh Gia Lai,,Ayun Pa,2682,5220989.169831548,522.0989169831548
tỉnh Gia Lai,,Tam Quan,24858,2.3940687617998097E7,2394.0687617998096
tỉnh Gia Lai,,Bồng Sơn,41435,7.141562100033383E7,7141.562100033383
tỉnh Gia Lai,,Hoài Nhơn Bắc,44581,7.619054062568744E7,7619.054062568744
tỉnh Gia Lai,,Hoài Nhơn Tây,25572,7.090459959910958E7,7090.459959910958
tỉnh Gia Lai,,Hoài Nhơn,43167,3.1169315051440585E7,3116.9315051440585
tỉnh Gia Lai,,Hoài Nhơn Đông,44634,4.9601532303329684E7,4960.153230332969
tỉnh Gia Lai,,Hoài Nhơn Nam,32707,3.1628741413858097E7,3162.8741413858097
tỉnh Gia Lai,,Quy Nhơn Bắc,45746,1.455934868661472E7,1455.934868661472
tỉnh Gia Lai,,Quy Nhơn,129326,5525650.437917553,552.5650437917553
tỉnh Gia Lai,,Quy Nhơn Đông,47067,3.0474531614767466E7,3047.4531614767466
tỉnh Gia Lai,,Bình Định,42768,1.755645472131126E7,1755.645472131126
tỉnh Gia Lai,,An Nhơn,114498,2.588493784328116E7,2588.493784328116
tỉnh Gia Lai,,An Nhơn Bắc,38484,2.6670781047243517E7,2667.0781047243518
tỉnh Gia Lai,,An Nhơn Đông,26443,1.3208898896442845E7,1320.8898896442845
tỉnh Gia Lai,,Quy Nhơn Tây,24859,9.961254730114707E7,9961.254730114708
tỉnh Gia Lai,,Quy Nhơn Nam,73296,2.8230695644397505E7,2823.0695644397506
tỉnh Gia Lai,,An Nhơn Nam,31651,4.847250685649093E7,4847.250685649094
tỉnh Gia Lai,,An Khê,50495,3.7368786560588405E7,3736.8786560588405
tỉnh Gia Lai,,Diên Hồng,75633,1.776244010190315E7,1776.244010190315
tỉnh Gia Lai,,Hội Phú,46358,2.2643666285364103E7,2264.36662853641
tỉnh Gia Lai,,Thống Nhất,48721,1.2203647305042583E7,1220.3647305042584
tỉnh Gia Lai,,An Phú,16293,1.6477725985477075E7,1647.7725985477075
tỉnh Hà Tĩnh,,Hà Huy Tập,28742,2.542462572421231E7,2542.462572421231
tỉnh Hà Tĩnh,,Nam Hồng Lĩnh,26133,2.6127483863629896E7,2612.7483863629895
tỉnh Hà Tĩnh,,Bắc Hồng Lĩnh,28729,2.0468403225447204E7,2046.8403225447205
tỉnh Hà Tĩnh,,Sông Trí,37314,5.415799551464607E7,5415.799551464607
tỉnh Hà Tĩnh,,Vũng Áng,21339,5.7346911009844415E7,5734.691100984442
tỉnh Hà Tĩnh,,Hoành Sơn,21004,4.668494776954299E7,4668.4947769543
tỉnh Hà Tĩnh,,Hải Ninh,20399,2.1515331387305137E7,2151.5331387305137
tỉnh Hà Tĩnh,,Trần Phú,38404,1.460123754580814E7,1460.123754580814
tỉnh Hà Tĩnh,,Thành Sen,90983,1.6023976123314599E7,1602.3976123314599
tỉnh Khánh Hòa,,Ninh Hòa,58816,1.8876668799276378E7,1887.6668799276379
tỉnh Khánh Hòa,,Đông Ninh Hòa,43484,9.817541172638558E7,9817.541172638557
tỉnh Khánh Hòa,,Bắc Nha Trang,128239,7.407856208673464E7,7407.856208673464
tỉnh Khánh Hòa,,Tây Nha Trang,108065,1.3437524906468565E7,1343.7524906468564
tỉnh Khánh Hòa,,Nam Nha Trang,130164,5.177200391303401E7,5177.2003913034005
tỉnh Khánh Hòa,,Bắc Cam Ranh,43644,7.201443376242438E7,7201.443376242438
tỉnh Khánh Hòa,,Đô Vinh,33207,2.6256026497515842E7,2625.602649751584
tỉnh Khánh Hòa,,Bảo An,45995,1.0623551387906244E7,1062.3551387906243
tỉnh Khánh Hòa,,Cam Ranh,31237,9788461.687312735,978.8461687312736
tỉnh Khánh Hòa,,Ba Ngòi,31708,5.8020690744811915E7,5802.069074481192
tỉnh Khánh Hòa,,Cam Linh,33052,565049.0954795687,56.50490954795687
tỉnh Khánh Hòa,,Hòa Thắng,26822,5.804103930374599E7,5804.103930374599
tỉnh Khánh Hòa,,Phan Rang,7225,3330667.1164817656,333.0667116481766
tỉnh Khánh Hòa,,Ninh Chử,39556,9567688.786112677,956.7688786112677
tỉnh Khánh Hòa,,Nha Trang,136118,3.570122738568039E7,3570.122738568039
tỉnh Lai Châu,,Tân Phong,36456,9.52584002177404E7,9525.84002177404
tỉnh Lai Châu,,Đoàn Kết,25403,1.2265613662593506E8,12265.613662593507
tỉnh Lào Cai,,Cam Đường,67877,3.73995441202815E7,3739.9544120281503
tỉnh Lào Cai,,Lào Cai,76981,5.622123488860638E7,5622.123488860638
tỉnh Lào Cai,,Sa Pa,22882,4.2157863620430425E7,4215.786362043043
tỉnh Lâm Đồng,,Lâm Viên - Đà Lạt,71369,2.172792059517524E7,2172.792059517524
tỉnh Lâm Đồng,,Xuân Hương - Đà Lạt,103178,5.844339057589649E7,5844.339057589648
tỉnh Lâm Đồng,,Cam Ly - Đà Lạt,48919,6.894239721161315E7,6894.239721161315
tỉnh Lâm Đồng,,Xuân Trường - Đà Lạt,36163,1.4955506061767763E8,14955.506061767763
tỉnh Lâm Đồng,,Nam Gia Nghĩa,2365,5.980172090322789E7,5980.172090322789
tỉnh Lâm Đồng,,Đông Gia Nghĩa,24199,9.328773710561337E7,9328.773710561336
tỉnh Lâm Đồng,,Mũi Né,50166,3.596890654547772E7,3596.8906545477716
tỉnh Lâm Đồng,,Bình Thuận,47858,3.2386565846712656E7,3238.6565846712656
tỉnh Lâm Đồng,,Phan Thiết,85493,415378.42063909787,41.537842063909785
tỉnh Lâm Đồng,,Hàm Thắng,54544,2.1895878430514317E7,2189.5878430514317
tỉnh Lâm Đồng,,Tiến Thành,28395,2.0980275779619105E7,2098.0275779619105
tỉnh Lâm Đồng,,Phước Hội,4948,2.172998844254255E7,2172.998844254255
tỉnh Lâm Đồng,,La Gi,60549,4.175500537473634E7,4175.500537473634
tỉnh Lạng Sơn,,Tam Thanh,30301,2.246618961204352E7,2246.6189612043518
tỉnh Lạng Sơn,,Đông Kinh,50436,4.721276204725034E7,4721.2762047250335
tỉnh Lạng Sơn,,Lương Văn Tri,23136,2.928827374134033E7,2928.827374134033
tỉnh Nghệ An,,Thái Hòa,26916,1.9884684836280443E7,1988.4684836280442
tỉnh Nghệ An,,Tây Hiếu,24698,3.499477824623599E7,3499.4778246235987
tỉnh Nghệ An,,Hoàng Mai,44474,5.744185595237304E7,5744.185595237304
tỉnh Nghệ An,,Tân Mai,33894,3.3214357570285775E7,3321.4357570285774
tỉnh Nghệ An,,Quỳnh Mai,57988,1.9377498588901352E7,1937.749858890135
tỉnh Nghệ An,,Trường Vinh,141477,8275077.696448443,827.5077696448443
tỉnh Nghệ An,,Vinh Lộc,68086,1.3646908000524778E7,1364.6908000524777
tỉnh Nghệ An,,Cửa Lò,64760,8030804.321400362,803.0804321400362
tỉnh Nghệ An,,Thành Vinh,123507,4039950.386960138,403.9950386960138
tỉnh Nghệ An,,Vinh Phú,74473,7323936.906962075,732.3936906962075
tỉnh Nghệ An,,Vinh Hưng,60159,1.0352407307454247E7,1035.2407307454248
tỉnh Ninh BÌnh,,Tây Hoa Lư,46648,4.904292436668159E7,4904.292436668159
tỉnh Ninh BÌnh,,Hoa Lư,148406,1.968394399088472E7,1968.394399088472
tỉnh Ninh BÌnh,,Đông Hoa Lư,34414,7671261.82231134,767.126182231134
tỉnh Ninh BÌnh,,Nam Hoa Lư,53514,2.9555614051983174E7,2955.5614051983175
tỉnh Ninh BÌnh,,Trung Sơn,31539,2.657157189358062E7,2657.1571893580617
tỉnh Ninh BÌnh,,Đông A,31802,9313026.044943836,931.3026044943836
tỉnh Ninh BÌnh,,Mỹ Lộc,38068,1.2806263221581848E7,1280.6263221581848
tỉnh Ninh BÌnh,,Thành Nam,30830,5724067.221480305,572.4067221480306
tỉnh Ninh BÌnh,,Nam Định,188751,7417457.073757784,741.7457073757785
tỉnh Ninh BÌnh,,Yên Sơn,21196,1.946454180237304E7,1946.454180237304
tỉnh Ninh BÌnh,,Yên Thắng,28405,1.0434043868224982E7,1043.4043868224983
tỉnh Ninh BÌnh,,Tam Điệp,26845,2.7045650177064277E7,2704.5650177064276
tỉnh Ninh BÌnh,,Hồng Quang,35784,1.1144123582359161E7,1114.4123582359161
tỉnh Ninh BÌnh,,Thiên Trường,31031,1.131473017931701E7,1131.473017931701
tỉnh Ninh BÌnh,,Trường Thi,69988,1.0831601504306778E7,1083.1601504306777
tỉnh Ninh BÌnh,,Vị Khê,36210,1.6563948304993456E7,1656.3948304993455
tỉnh Ninh BÌnh,,Duy Tiên,39957,1.0756098669236995E7,1075.6098669236994
tỉnh Ninh BÌnh,,Duy Tân,28299,1.2145455027232392E7,1214.5455027232392
tỉnh Ninh BÌnh,,Đồng Văn,34484,2822711.5398253496,282.27115398253494
tỉnh Ninh BÌnh,,Duy Hà,24310,2723552.0967367734,272.35520967367734
tỉnh Ninh BÌnh,,Kim Bảng,23232,4480468.38752947,448.046838752947
tỉnh Ninh BÌnh,,Tam Chúc,18114,2.9363039022122547E7,2936.303902212255
tỉnh Ninh BÌnh,,Lý Thường Kiệt,22958,3.559700585262248E7,3559.700585262248
tỉnh Ninh BÌnh,,Châu Sơn,33348,2624693.3677117443,262.4693367711744
tỉnh Ninh BÌnh,,Phủ Lý,62893,3482985.2621392943,348.29852621392945
tỉnh Ninh BÌnh,,Hà Nam,33343,9007098.72209691,900.7098722096911
tỉnh Ninh BÌnh,,Liêm Tuyền,27781,7471115.541478595,747.1115541478595
tỉnh Ninh BÌnh,,Tiên Sơn,27062,8267007.133436169,826.7007133436168
tỉnh Ninh BÌnh,,Phù Vân,40927,5415364.783155015,541.5364783155014
tỉnh Phú Thọ,,Vân Phú,37450,1.6326107500162313E7,1632.6107500162313
tỉnh Phú Thọ,,Nông Trang,57770,7334977.768083969,733.4977768083969
tỉnh Phú Thọ,,Âu Cơ,18951,8327874.350263799,832.7874350263799
tỉnh Phú Thọ,,Phú Thọ,27957,1.4363879578328086E7,1436.3879578328085
tỉnh Phú Thọ,,Phong Châu,32519,2.068176171791804E7,2068.176171791804
tỉnh Phú Thọ,,Thanh Miếu,58548,8235918.307303307,823.5918307303307
tỉnh Phú Thọ,,Việt Trì,73006,1.1489688884842668E7,1148.9688884842667
tỉnh Phú Thọ,,Vĩnh Yên,56428,1.192910249104429E7,1192.910249104429
tỉnh Phú Thọ,,Vĩnh Phúc,78317,1.1375835454221325E7,1137.5835454221326
tỉnh Phú Thọ,,Phúc Yên,63954,1.0513684536821522E7,1051.3684536821522
tỉnh Phú Thọ,,Xuân Hòa,55237,7.524174308843273E7,7524.174308843273
tỉnh Phú Thọ,,Hòa Bình,78605,2.7279198446859024E7,2727.9198446859023
tỉnh Phú Thọ,,Tân Hòa,14316,4.876997310734722E7,4876.997310734722
tỉnh Phú Thọ,,Thống Nhất,22897,4.4055244658790946E7,4405.524465879094
tỉnh Phú Thọ,,Kỳ Sơn,20319,1.0451682274853554E8,10451.682274853554
tỉnh Quảng Ngãi,,Kon Tum,77456,7060617.865041217,706.0617865041216
tỉnh Quảng Ngãi,,Trà Câu,45524,4.156304640766227E7,4156.304640766227
tỉnh Quảng Ngãi,,Cẩm Thành,60996,2574020.4850240373,257.4020485024037
tỉnh Quảng Ngãi,,Sa Huỳnh,32396,3.9812422466609344E7,3981.2422466609346
tỉnh Quảng Ngãi,,Nghĩa Lộ,73556,7853821.808605596,785.3821808605596
tỉnh Quảng Ngãi,,Trương Quang Trọng,49308,2.5339561346019268E7,2533.956134601927
tỉnh Quảng Ngãi,,Đức Phổ,41358,5.5708549806215E7,5570.8549806215005
tỉnh Quảng Ninh,,Uông Bí,59866,2.5818009102052905E7,2581.8009102052906
tỉnh Quảng Ninh,,Yên Tử,38932,9.078816807375924E7,9078.816807375924
tỉnh Quảng Ninh,,Bình Khê,21845,1.1834226633748183E8,11834.226633748183
tỉnh Quảng Ninh,,Hoàng Quế,31988,3.386682875071418E7,3386.6828750714185
tỉnh Quảng Ninh,,Việt Hưng,51787,2.353320224474098E7,2353.3202244740983
tỉnh Quảng Ninh,,Hà An,21314,2.0790465434982415E7,2079.0465434982416
tỉnh Quảng Ninh,,Hoành Bồ,17310,1.412745908138413E8,14127.459081384131
tỉnh Quảng Ninh,,Vàng Danh,38864,7.838335160802728E7,7838.335160802728
tỉnh Quảng Ninh,,Bãi Cháy,42018,9220733.209991934,922.0733209991934
tỉnh Quảng Ninh,,Hà Lầm,47474,4736052.6912256265,473.6052691225627
tỉnh Quảng Ninh,,Quang Hanh,52750,4.0507657459986895E7,4050.7657459986895
tỉnh Quảng Ninh,,Mông Dương,18953,1.21559407138771E8,12155.9407138771
tỉnh Quảng Ninh,,Cẩm Phả,61506,4968907.620046278,496.89076200462785
tỉnh Quảng Ninh,,Cửa Ông,66504,1.2338358202953802E7,1233.8358202953802
tỉnh Quảng Ninh,,Phong Cốc,27356,1.82597473014153E7,1825.9747301415302
tỉnh Quảng Ninh,,Hiệp Hòa,33381,1.9564101091328286E7,1956.4101091328287
tỉnh Quảng Ninh,,Đông Mai,21649,3.1072981600246206E7,3107.2981600246208
tỉnh Quảng Ninh,,Cao Xanh,32809,1.2370052532921229E7,1237.005253292123
tỉnh Quảng Ninh,,Liên Hòa,32847,2.1417692053633448E7,2141.7692053633446
tỉnh Quảng Ninh,,Quảng Yên,31353,1.1472635698340293E7,1147.2635698340293
tỉnh Quảng Ninh,,Móng Cái 3,22565,5.3837421210962765E7,5383.742121096277
tỉnh Quảng Ninh,,Móng Cái 2,29189,2.6133890841375943E7,2613.389084137594
tỉnh Quảng Ninh,,An Sinh,24956,8.402761831508926E7,8402.761831508926
tỉnh Quảng Ninh,,Đông Triều,43712,1.3641506857816152E7,1364.1506857816153
tỉnh Quảng Ninh,,Mạo Khê,72012,1.8653497471354224E7,1865.3497471354224
tỉnh Quảng Ninh,,Tuần Châu,14904,3.0941743636502612E7,3094.174363650261
tỉnh Quảng Ninh,,Móng Cái 1,46588,3.4138125066734254E7,3413.8125066734256
tỉnh Quảng Ninh,,Hà Tu,29643,1.4889669384914951E7,1488.966938491495
tỉnh Quảng Ninh,,Hồng Gai,51333,901080.4838360357,90.10804838360357
tỉnh Quảng Ninh,,Hạ Long,52905,1457014.1131385951,145.70141131385952
tỉnh Quảng Trị,,Đông Hà,50915,2.8135971360685248E7,2813.597136068525
tỉnh Quảng Trị,,Nam Đông Hà,61204,2.2280565440641664E7,2228.0565440641662
tỉnh Quảng Trị,,Quảng Trị,29705,6.1813474363547385E7,6181.347436354738
tỉnh Quảng Trị,,Đồng Hới,84196,1.1953593254456496E7,1195.3593254456496
tỉnh Quảng Trị,,Đồng Thuận,38521,1.3883445749487577E7,1388.3445749487578
tỉnh Quảng Trị,,Đồng Sơn,32396,7.001212776941755E7,7001.212776941756
tỉnh Quảng Trị,,Ba Đồn,28805,7918529.477000039,791.8529477000039
tỉnh Quảng Trị,,Bắc Gianh,32800,1.4050627260505917E7,1405.0627260505917
tỉnh Sơn La,,Tô Hiệu,51293,6810717.86789781,681.0717867897811
tỉnh Sơn La,,Chiềng Cơi,22694,8.012483269683415E7,8012.483269683415
tỉnh Sơn La,,Chiềng An,20322,9.576536205602464E7,9576.536205602464
tỉnh Sơn La,,Chiềng Sinh,27099,4.750890380463427E7,4750.890380463427
tỉnh Sơn La,,Mộc Sơn,15025,2.8530168927184824E7,2853.0168927184823
tỉnh Sơn La,,Thảo Nguyên,22479,4.5990249207003884E7,4599.024920700388
tỉnh Sơn La,,Vân Sơn,15917,3.1696106064617377E7,3169.6106064617375
tỉnh Sơn La,,Mộc Châu,21087,1.4119706213596448E8,14119.706213596448
tỉnh Thanh Hóa,,Trúc Lâm,2395,5.9770743809190854E7,5977.074380919085
tỉnh Thanh Hóa,,Hải Lĩnh,1833,3.1257347378692273E7,3125.7347378692275
tỉnh Thanh Hóa,,Tĩnh Gia,58583,1.9421368852783773E7,1942.1368852783773
tỉnh Thanh Hóa,,Hải Bình,3367,1.708687731288886E7,1708.687731288886
tỉnh Thanh Hóa,,Sầm Sơn,99866,1.083965408472667E7,1083.9654084726671
tỉnh Thanh Hóa,,Quảng Phú,77543,1.3987520921032144E7,1398.7520921032144
tỉnh Thanh Hóa,,Đông Quang,61214,1.5356939157850226E7,1535.6939157850227
tỉnh Thanh Hóa,,Đông Tiến,57844,1.7234318369321905E7,1723.4318369321904
tỉnh Thanh Hóa,,Đông Sơn,5895,1.3948731907122655E7,1394.8731907122656
tỉnh Thanh Hóa,,Hạc Thành,197142,5599895.834822919,559.9895834822919
tỉnh Thanh Hóa,,Hàm Rồng,63166,9470796.390754161,947.0796390754161
tỉnh Thanh Hóa,,Nguyệt Viên,"34,399",6149243.662146864,614.9243662146864
tỉnh Thanh Hóa,,Tân Dân,22095,1.5250030007708084E7,1525.0030007708083
tỉnh Thanh Hóa,,Ngọc Sơn,47911,1.3341492449417263E7,1334.1492449417262
tỉnh Thanh Hóa,,Bỉm Sơn,45997,2.912867457450612E7,2912.8674574506117
tỉnh Thanh Hóa,,Nam Sầm Sơn,37572,7006837.600618998,700.6837600618998
tỉnh Thanh Hóa,,Quang Trung,32808,1.6251153801312344E7,1625.1153801312344
tỉnh Thanh Hóa,,Nghi Sơn,32939,3.085444320036213E7,3085.444320036213
tỉnh Thái Nguyên,,Quan Triều,42292,1.866510260919779E7,1866.510260919779
tỉnh Thái Nguyên,,Phan Đình Phùng,111482,4859065.4386581415,485.90654386581417
tỉnh Thái Nguyên,,Gia Sàng,44094,1.764544622652029E7,1764.544622652029
tỉnh Thái Nguyên,,Quyết Thắng,29933,1.670036827475807E7,1670.036827475807
tỉnh Thái Nguyên,,Tích Lương,55278,1.5860812294251176E7,1586.0812294251175
tỉnh Thái Nguyên,,Linh Sơn,46733,2.8571785538803857E7,2857.1785538803856
tỉnh Thái Nguyên,,Sông Công,21039,1.0428510629986241E7,1042.8510629986242
tỉnh Thái Nguyên,,Bách Quang,26668,2.426899041823937E7,2426.899041823937
tỉnh Thái Nguyên,,Bá Xuyên,20065,1.636846301962044E7,1636.846301962044
tỉnh Thái Nguyên,,Phổ Yên,49162,2.6100909446967572E7,2610.090944696757
tỉnh Thái Nguyên,,Phúc Thuận,29051,6.4125496579435915E7,6412.549657943591
tỉnh Thái Nguyên,,Vạn Xuân,6161,2.3978723195622604E7,2397.8723195622606
tỉnh Thái Nguyên,,Trung Thành,37075,1.4507789770469967E7,1450.7789770469967
tỉnh Thái Nguyên,,Bắc Kạn,25387,7.164558831605077E7,7164.558831605077
tỉnh Thái Nguyên,,Đức Xuân,2266,3.1145707963584144E7,3114.5707963584146
tỉnh Vĩnh Long,,Phú Khương,47059,1.8976614157287445E7,1897.6614157287445
tỉnh Vĩnh Long,,Phú Tân,28568,2.2273999571764868E7,2227.3999571764866
tỉnh Vĩnh Long,,An Hội,53476,2.1086671632266086E7,2108.6671632266084
tỉnh Vĩnh Long,,Sơn Đông,34188,1.8966230471589085E7,1896.6230471589085
tỉnh Vĩnh Long,,Bến Tre,35917,1.939191658254897E7,1939.1916582548968
tỉnh Vĩnh Long,,Tân Ngãi,31294,1.4257358139307687E7,1425.7358139307687
tỉnh Vĩnh Long,,Phước Hậu,50839,8147416.877628131,814.7416877628131
tỉnh Vĩnh Long,,Đông Thành,41793,2.879714025319187E7,2879.714025319187
tỉnh Điện Biên,,Mường Thanh,25517,1.303071148165008E7,1303.071148165008
tỉnh Điện Biên,,Điện Biên Phủ,49205,3.859748498517701E7,3859.748498517701
tỉnh Điện Biên,,Mường Lay,18208,2.0029684618366745E8,20029.684618366744
tỉnh Đắk Lắk,,Thành Nhất,52466,1.9864767360497482E7,1986.4767360497483
tỉnh Đắk Lắk,,Buôn Ma Thuột,169596,4.384566211260661E7,4384.566211260661
tỉnh Đắk Lắk,,Buôn Hồ,6278,5.387600215188398E7,5387.600215188399
tỉnh Đắk Lắk,,Cư Bao,36911,8.723371523373967E7,8723.371523373968
tỉnh Đắk Lắk,,Tân Lập,73316,3.375508434809074E7,3375.5084348090736
tỉnh Đắk Lắk,,Ea Kao,5707,4.62115466117117E7,4621.15466117117
tỉnh Đắk Lắk,,Tuy Hòa,126118,1.7979912341716927E7,1797.9912341716927
tỉnh Đắk Lắk,,Xuân Đài,21574,8822757.715023026,882.2757715023026
tỉnh Đắk Lắk,,Phú Yên,61799,2.2047326267732628E7,2204.732626773263
tỉnh Đắk Lắk,,Sông Cầu,38891,6.961676161978337E7,6961.676161978337
tỉnh Đắk Lắk,,Đông Hòa,132056,6.831361452585323E7,6831.361452585324
tỉnh Đắk Lắk,,Hòa Hiệp,53597,1.712830841091755E7,1712.830841091755
tỉnh Đồng Nai,,Bình Phước,11144,5.815122433285456E7,5815.122433285456
tỉnh Đồng Nai,,Đồng Xoài,35887,6.6289810724363625E7,6628.981072436362
tỉnh Đồng Nai,,Phước Bình,44771,6.0004219988193125E7,6000.421998819313
tỉnh Đồng Nai,,Bình Long,41048,4.025417837251703E7,4025.4178372517026
tỉnh Đồng Nai,,An Lộc,35531,7.349977669935264E7,7349.977669935263
tỉnh Đồng Nai,,Chơn Thành,415,8.773317544437392E7,8773.317544437392
tỉnh Đồng Nai,,Minh Hưng,34123,7.964105600891776E7,7964.105600891777
tỉnh Đồng Nai,,Trảng Dài,104972,1.3333546823733881E7,1333.3546823733882
tỉnh Đồng Nai,,Tân Triều,101608,3.8013060268978916E7,3801.3060268978916
tỉnh Đồng Nai,,Long Bình,26378,1.1700863815532276E7,1170.0863815532277
tỉnh Đồng Nai,,Hố Nai,78902,7351409.491363943,735.1409491363943
tỉnh Đồng Nai,,Tam Phước,48313,1.7901824594243903E7,1790.1824594243903
tỉnh Đồng Nai,,Phước Tân,64181,1.3904159782101266E7,1390.4159782101267
tỉnh Đồng Nai,,Xuân Lập,18947,2.636698988510058E7,2636.698988510058
tỉnh Đồng Nai,,Tam Hiệp,139441,1169260.018388008,116.9260018388008
tỉnh Đồng Nai,,Trấn Biên,19706,7015242.691301264,701.5242691301264
tỉnh Đồng Nai,,Long Hưng,74184,7754218.858607962,775.4218858607961
tỉnh Đồng Nai,,Biên Hòa,74919,7887156.667623541,788.7156667623541
tỉnh Đồng Nai,,Long Khánh,7707,1.2844847837675055E7,1284.4847837675056
tỉnh Đồng Nai,,Bình Lộc,36195,6.759894472387981E7,6759.894472387981
tỉnh Đồng Nai,,Bảo Vinh,36989,4.244502524437761E7,4244.502524437761
tỉnh Đồng Nai,,Hàng Gòn,24931,3.988920775706201E7,3988.920775706201
tỉnh Đồng Tháp,,Bình Xuân,32574,2.088914538742254E7,2088.914538742254
tỉnh Đồng Tháp,,Mỹ Trà,46757,1.986530575317155E7,1986.530575317155
tỉnh Đồng Tháp,,Hồng Ngự,53945,2.461412898844861E7,2461.412898844861
tỉnh Đồng Tháp,,Thường Lạc,38225,9582277.673938854,958.2277673938854
tỉnh Đồng Tháp,,Mỹ Tho,66766,798699.4846574969,79.86994846574969
tỉnh Đồng Tháp,,Đạo Thạnh,7337,9225306.08586662,922.5306085866621
tỉnh Đồng Tháp,,Trung An,70479,1.5595827805571131E7,1559.5827805571132
tỉnh Đồng Tháp,,Mỹ Phong,50731,1.6704321892093461E7,1670.432189209346
tỉnh Đồng Tháp,,Long Thuận,29715,4126680.719862515,412.6680719862515
tỉnh Đồng Tháp,,Thới Sơn,33045,6619911.73360123,661.9911733601231
tỉnh Đồng Tháp,,Thanh Hòa,20903,1.4562425973535072E7,1456.242597353507
tỉnh Đồng Tháp,,Cai Lậy,34117,2.200982198254487E7,2200.982198254487
thành phố Cần Thơ,,An Bình,5015,1.1363023322143016E7,1136.3023322143017
tỉnh Gia Lai,,An Bình,5015,4.4136119659095705E7,4413.61196590957
tỉnh Đồng Tháp,,An Bình,5015,2.755829895845962E7,2755.829895845962
thành phố Cần Thơ,,Tân An,85997,1438440.4953052294,143.84404953052294
tỉnh Đắk Lắk,,Tân An,85997,4.3059090072089314E7,4305.909007208931
tỉnh Khánh Hòa,,Đông Hải,đang cập nhật,2893007.63712242,289.30076371224203
tỉnh Lâm Đồng,,Lang Biang - Đà Lạt,đang cập nhật,2.8954922672668695E8,28954.922672668694
tỉnh Lâm Đồng,,B’Lao,đang cập nhật,2.6854203945862357E7,2685.4203945862355
tỉnh Lâm Đồng,,Phú Thủy,đang cập nhật,4223182.05102949,422.31820510294904
tỉnh Lạng Sơn,,Kỳ Lừa,đang cập nhật,5.4091091666925214E7,5409.109166692521
tỉnh Ninh BÌnh,,Lê Hồ,đang cập nhật,4837593.723525941,483.75937235259414
tỉnh Ninh BÌnh,,Nguyễn Úy,đang cập nhật,9378185.369030997,937.8185369030997
tỉnh Ninh BÌnh,,Kim Thanh,đang cập nhật,4049181.827614459,404.9181827614459
tỉnh Đồng Nai,,Phước Long,đang cập nhật,4.8743008206877336E7,4874.300820687734
tỉnh Đồng Tháp,,Mỹ Ngãi,đang cập nhật,3.858363405979543E7,3858.363405979543
tỉnh Đồng Tháp,,Sơn Qui,đang cập nhật,2.9515719495998427E7,2951.571949599843
tỉnh Đồng Tháp,,Nhị Quý,đang cập nhật,1.8316061345519602E7,1831.6061345519602
tỉnh Đồng Tháp,,Mỹ Phước Tây,đang cập nhật,2.09819750544597E7,2098.19750544597
tỉnh Vĩnh Long,,Long Châu,4948,6233964.247535346,623.3964247535346
tỉnh Đồng Tháp,,Cao Lãnh,137387,4.8091980335677266E7,4809.198033567726
tỉnh Đồng Tháp,,Sa Đéc,104509,2.6272803275094304E7,2627.28032750943
tỉnh Đồng Tháp,,Gò Công,36124,6182815.638415854,618.2815638415855
thành phố Cần Thơ,,Bình Thủy,62483,5633879.247446786,563.3879247446786
tỉnh Cà Mau,,Vĩnh Trạch,23085,1.3684756446971878E7,1368.4756446971878
tỉnh Cà Mau,,Hiệp Thành,11864,2.2959808728190426E7,2295.9808728190424
tỉnh Cà Mau,,Giá Rai,21974,1.976848486884335E7,1976.848486884335
tỉnh Cà Mau,,Láng Tròn,21468,8.078174560220093E7,8078.174560220093
tỉnh Cà Mau,,Tân Thành,83758,2.1056440572289374E7,2105.6440572289375
tỉnh Cà Mau,,Lý Văn Lâm,50014,1.5545632234184265E7,1554.5632234184266
tỉnh Cà Mau,,Hoà Thành,47167,2.6075130237646397E7,2607.51302376464
tỉnh Hưng Yên,,Đường Hào,39028,4855866.080530444,485.5866080530444
tỉnh Hưng Yên,,Thái Bình,67922,1.0148483613283435E7,1014.8483613283435
tỉnh Hưng Yên,,Trà Lý,43929,1.207535867977627E7,1207.535867977627
tỉnh Hưng Yên,,Thượng Hồng,37153,3968405.9199017705,396.8405919901771
tỉnh Hưng Yên,,Mỹ Hào,57676,6933118.133099094,693.3118133099094
tỉnh Hưng Yên,,Vũ Phúc,41428,8735052.492667073,873.5052492667073
tỉnh Hưng Yên,,Trần Lãm,92136,1.3330773293574437E7,1333.0773293574437
tỉnh Hưng Yên,,Trần Hưng Đạo,45657,3174896.8008960797,317.489680089608
